SC-01,Policy and Procedures,1,,,1,1,1,1,1,1,1,,1,1,,1,1,,1,1,1,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,16, 7.0 ,883,,0,,,,,,
SC-02,Separation of System and User Functionality,1,,,,1,1,,1,1,,,,,1,1,1,,,,,,,,,,,1,1,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,12, 5.2 ,884,,2,,,,,,
SC-02(01),Separation of System and User Functionality | Interfaces for Non-privileged Users,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,885,,3,,,,,,
SC-02(02),Separation of System and User Functionality | Disassociability,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,886,,3,,,,,,
SC-03,Security Function Isolation,1,,,,,1,,,1,,,,,1,,1,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,7, 3.0 ,887,,2,,,,,,
SC-03(01),Security Function Isolation | Hardware Separation,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,888,,3,,,,,,
SC-03(02),Security Function Isolation | Access and Flow Control Functions,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,889,,3,,,,,,
SC-03(03),Security Function Isolation | Minimize Nonsecurity Functionality,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,890,,3,,,,,,
SC-03(04),Security Function Isolation | Module Coupling and Cohesiveness,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,891,,3,,,,,,
SC-03(05),Security Function Isolation | Layered Structures,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,892,,3,,,,,,
SC-04,Information in Shared System Resources,1,,,,1,1,,1,1,,,,,1,1,1,1,,,1,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,12, 5.2 ,893,,2,,,,,,
SC-04(01),[WITHDRAWN]: Cryptographic Key Establishment and Management | PKI Certificates,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,894,,3,,,,,,
SC-04(02),Information in Shared System Resources | Multilevel or Periods Processing,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,895,,3,,,,,,
SC-05,Denial-of-service Protection,1,,,1,1,1,1,1,1,1,,,,1,,1,,,1,1,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,13, 5.7 ,896,,0,,,,,,
SC-05(01),Denial-of-service Protection | Restrict Ability to Attack Other Systems,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,897,,3,,,,,,
SC-05(02),"Denial-of-service Protection | Capacity, Bandwidth, and Redundancy",1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,898,,3,,,,,,
SC-05(03),Denial-of-service Protection | Detection and Monitoring,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,899,,3,,,,,,
SC-06,Resource Availability,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,900,,3,,,,,,
SC-07,Boundary Protection,1,,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,,,,,1,,1,1,1,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,20, 8.7 ,901,,0,,,,,,
SC-07(01),[WITHDRAWN]: Cryptographic Key Establishment and Management | PKI Certificates / Hardware Tokens,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,902,,3,,,,,,
SC-07(02),[WITHDRAWN]: Cryptographic Protection | FIPS-validated Cryptography,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,903,,3,,,,,,
SC-07(03),Boundary Protection | Access Points,1,,,,1,1,,1,1,,,1,,1,1,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,904,,2,,,,,,
SC-07(04),Boundary Protection | External Telecommunications Services,1,,,,1,1,,1,1,,,1,,1,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,10, 4.3 ,905,,2,,,,,,
SC-07(05),Boundary Protection | Deny by Default — Allow by Exception,1,,,,1,1,,1,1,,,1,,1,1,1,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,11, 4.8 ,906,,2,,,,,,
SC-07(06),[WITHDRAWN]: Cryptographic Protection | NSA-approved Cryptography,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,907,,3,,,,,,
SC-07(07),Boundary Protection | Split Tunneling for Remote Devices,1,,,,1,1,,1,1,,,,,1,1,1,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,908,,2,,,,,,
SC-07(08),Boundary Protection | Route Traffic to Authenticated Proxy Servers,1,,,,1,1,,1,1,,,,,1,1,1,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,9, 3.9 ,909,,2,,,,,,
SC-07(09),Boundary Protection | Restrict Threatening Outgoing Communications Traffic,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,910,,3,,,,,,
SC-07(10),Boundary Protection | Prevent Exfiltration,1,,,,,,,,1,,,,,,1,1,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,5, 2.2 ,911,,3,,,,,,
SC-07(11),Boundary Protection | Restrict Incoming Communications Traffic,1,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,6, 2.6 ,912,,3,,,,,,
SC-07(12),Boundary Protection | Host-based Protection,1,,,,,,,1,1,,,,,1,1,1,,,,,,,,,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,6, 2.6 ,913,,2,,,,,,
SC-07(13),"Boundary Protection | Isolation of Security Tools, Mechanisms, and Support Components",1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,914,,3,,,,,,
SC-07(14),Boundary Protection | Protect Against Unauthorized Physical Connections,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,915,,3,,,,,,
SC-07(15),Boundary Protection | Networked Privileged Accesses,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,916,,3,,,,,,
SC-07(16),Boundary Protection | Prevent Discovery of System Components,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,917,,3,,,,,,
SC-07(17),Boundary Protection | Automated Enforcement of Protocol Formats,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,918,,3,,,,,,
SC-07(18),Boundary Protection | Fail Secure,1,,,,,1,,1,1,,,1,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,,,7, 3.0 ,919,,2,,,,,,
SC-07(19),Boundary Protection | Block Communication from Non-organizationally Configured Hosts,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,920,,3,,,,,,
SC-07(20),Boundary Protection | Dynamic Isolation and Segregation,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,4, 1.7 ,921,,3,,,,,,
SC-07(21),Boundary Protection | Isolation of System Components,1,,,,,1,,,1,,,1,,,,,,,1,,,,,,,,,,,,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,6, 2.6 ,922,,2,,,,,,
SC-07(22),Boundary Protection | Separate Subnets for Connecting to Different Security Domains,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,923,,3,,,,,,
SC-07(23),Boundary Protection | Disable Sender Feedback on Protocol Validation Failure,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,924,,3,,,,,,
SC-07(24),Boundary Protection | Personally Identifiable Information,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,,,3, 1.3 ,925,,3,,,,,,
SC-07(25),Boundary Protection | Unclassified National Security System Connections,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,926,,3,,,,,,
SC-07(26),Boundary Protection | Classified National Security System Connections,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,927,,3,,,,,,
SC-07(27),Boundary Protection | Unclassified Non-national Security System Connections,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,928,,3,,,,,,
SC-07(28),Boundary Protection | Connections to Public Networks,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,929,,3,,,,,,
SC-07(29),Boundary Protection | Separate Subnets to Isolate Functions,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,930,,3,,,,,,
SC-08,Transmission Confidentiality and Integrity,1,,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,1,,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,19, 8.3 ,931,,1,,,,,,
SC-08(01),Transmission Confidentiality and Integrity | Cryptographic Protection,1,,,,1,1,1,1,1,1,,1,,1,1,1,1,,,,,,,,1,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,14, 6.1 ,932,,1,,,,,,
SC-08(02),Transmission Confidentiality and Integrity | Pre- and Post-transmission Handling,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,933,,3,,,,,,
SC-08(03),Transmission Confidentiality and Integrity | Cryptographic Protection for Message Externals,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,934,,3,,,,,,
SC-08(04),Transmission Confidentiality and Integrity | Conceal or Randomize Communications,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,935,,3,,,,,,
SC-08(05),Transmission Confidentiality and Integrity | Protected Distribution System,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,936,,3,,,,,,
SC-09,[WITHDRAWN]: Cryptographic Protection | Individuals Without Formal Access Approvals,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,937,,3,,,,,,
SC-10,Network Disconnect,1,,,,1,1,,1,1,,,1,,1,1,,,1,1,1,,,,,,,,1,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,13, 5.7 ,938,,2,,,,,,
SC-11,Trusted Path,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,5, 2.2 ,939,,3,,,,,,
SC-11(01),Trusted Path | Irrefutable Communications Path,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,940,,3,,,,,,
SC-12,Cryptographic Key Establishment and Management,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,18, 7.8 ,941,,0,,,,,,
SC-12(01),Cryptographic Key Establishment and Management | Availability,1,,,,,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,4, 1.7 ,942,,2,,,,,,
SC-12(02),Cryptographic Key Establishment and Management | Symmetric Keys,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,943,,3,,,,,,
SC-12(03),Cryptographic Key Establishment and Management | Asymmetric Keys,1,,,,,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,944,,3,,,,,,
SC-12(04),[WITHDRAWN]: Cryptographic Protection | Digital Signatures,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,945,,3,,,,,,
SC-12(05),[WITHDRAWN]: Public Access Protections,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,946,,3,,,,,,
SC-12(06),Cryptographic Key Establishment and Management | Physical Control of Keys,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,947,,3,,,,,,
SC-13,Cryptographic Protection,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,1,,,,,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,18, 7.8 ,948,,0,,,,,,
SC-13(01),[WITHDRAWN]: Collaborative Computing Devices and Applications | Blocking Inbound and Outbound Communications Traffic,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,949,,3,,,,,,
SC-13(02),[WITHDRAWN]: Voice Over Internet Protocol,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,950,,3,,,,,,
SC-13(03),[WITHDRAWN]: Secure Name/address Resolution Service (authoritative Source) | Child Subspaces,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,951,,3,,,,,,
SC-13(04),[WITHDRAWN]: Secure Name/address Resolution Service (recursive or Caching Resolver) | Data Origin and Integrity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,952,,3,,,,,,
SC-14,[WITHDRAWN]: Session Authenticity | User-initiated Logouts and Message Displays,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,953,,3,,,,,,
SC-15,Collaborative Computing Devices and Applications,1,,,1,1,1,1,1,1,1,,,,1,1,1,,1,1,1,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,16, 7.0 ,954,,0,,,,,,
SC-15(01),Collaborative Computing Devices and Applications | Physical or Logical Disconnect,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,955,,3,,,,,,
SC-15(02),[WITHDRAWN]: Session Authenticity | Unique Session Identifiers with Randomization,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,956,,3,,,,,,
SC-15(03),Collaborative Computing Devices and Applications | Disabling and Removal in Secure Work Areas,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,957,,3,,,,,,
SC-15(04),Collaborative Computing Devices and Applications | Explicitly Indicate Current Participants,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,958,,3,,,,,,
SC-16,Transmission of Security and Privacy Attributes,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,959,,3,,,,,,
SC-16(01),Transmission of Security and Privacy Attributes | Integrity Verification,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,960,,3,,,,,,
SC-16(02),Transmission of Security and Privacy Attributes | Anti-spoofing Mechanisms,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,961,,3,,,,,,
SC-16(03),Transmission of Security and Privacy Attributes | Cryptographic Binding,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,962,,3,,,,,,
SC-17,Public Key Infrastructure Certificates,1,,,,1,1,,1,1,,,,,1,1,,,1,1,1,,,,,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,11, 4.8 ,963,,2,,,,,,
SC-18,Mobile Code,1,,,,1,1,,1,1,,,,,1,1,1,1,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,11, 4.8 ,964,,2,,,,,,
SC-18(01),Mobile Code | Identify Unacceptable Code and Take Corrective Actions,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,965,,3,,,,,,
SC-18(02),"Mobile Code | Acquisition, Development, and Use",1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,966,,3,,,,,,
SC-18(03),Mobile Code | Prevent Downloading and Execution,1,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,967,,3,,,,,,
SC-18(04),Mobile Code | Prevent Automatic Execution,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,968,,3,,,,,,
SC-18(05),Mobile Code | Allow Execution Only in Confined Environments,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,969,,3,,,,,,
SC-19,[WITHDRAWN]: Decoys | Detection of Malicious Code,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,970,,3,,,,,,
SC-20,Secure Name/address Resolution Service (authoritative Source),1,,,1,1,1,1,1,1,1,,,,1,1,,1,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,12, 5.2 ,971,,0,,,,,,
SC-20(01),[WITHDRAWN]: Concealment and Misdirection | Virtualization Techniques,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,972,,3,,,,,,
SC-20(02),Secure Name/address Resolution Service (authoritative Source) | Data Origin and Integrity,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,973,,3,,,,,,
SC-21,Secure Name/address Resolution Service (recursive or Caching Resolver),1,,,1,1,1,1,1,1,1,,,,1,1,,1,,,,,,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,12, 5.2 ,974,,0,,,,,,
SC-21(01),[WITHDRAWN]: Transmission Preparation Integrity,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,975,,3,,,,,,
SC-22,Architecture and Provisioning for Name/address Resolution Service,1,,,1,1,1,1,1,1,1,,,,1,1,,1,,,,,,,,,,1,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.38,,,13, 5.7 ,976,,0,,,,,,
SC-23,Session Authenticity,1,,,,1,1,,1,1,,,,,1,1,1,1,,,,,,,,,,1,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.50,,,11, 4.8 ,977,,2,,,,,,
SC-23(01),Session Authenticity | Invalidate Session Identifiers at Logout,1,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,978,,3,,,,,,
SC-23(02),[WITHDRAWN]: Non-modifiable Executable Programs | Hardware-based Protection,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,979,,3,,,,,,
SC-23(03),Session Authenticity | Unique System-generated Session Identifiers,1,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,980,,3,,,,,,
SC-23(04),[WITHDRAWN]: Information in Shared System Resources | Security Levels,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,981,,3,,,,,,
SC-23(05),Session Authenticity | Allowed Certificate Authorities,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,1, 0.4 ,982,,3,,,,,,
SC-24,Fail in Known State,1,,,,,1,,,1,,,1,,1,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,,,6, 2.6 ,983,,2,,,,,,
SC-25,Thin Nodes,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,984,,3,,,,,,
SC-26,Decoys,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,985,,3,,,,,,
SC-26(01),[WITHDRAWN]: Sensor Capability and Data | Prohibit Use of Devices,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,0, -   ,986,,3,,,,,,
SC-27,Platform-independent Applications,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,3, 1.3 ,987,,3,,,,,,
SC-28,Protection of Information at Rest,1,,,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,1,,,,,1,,1,1,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,18, 7.8 ,988,,1,,,,,,
SC-28(01),Protection of Information at Rest | Cryptographic Protection,1,,,,1,1,1,1,1,1,,1,,1,1,1,1,,,1,,,,,1,,,1,,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75,,,15, 6.5 ,989,,1,,,,,,
SC-28(02),Protection of Information at Rest | Offline Storage,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,990,,3,,,,,,
SC-28(03),Protection of Information at Rest | Cryptographic Keys,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,2, 0.9 ,991,,3,,,,,,
SC-29,Heterogeneity,1,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,4, 1.7 ,992,,3,,,,,,
